BIOCHEMICAL,1-ctrl,2-ctrl,3-ctrl,4-ctrl,5-ctrl,6-ctrl,7-ctrl,8-ctrl,9-Lm,10-Lm,11-Lm,12-Lm,13-Lm,14-Lm,15-Lm,16-Cr,17-Cr,18-Cr,19-Cr,21-Cr,22-Cr,23-GF,24-GF,25-GF,26-GF,27-GF,28-GF,29-GF,30-GF,31-GF
"sphingomyelin (d18:0/18:0, d19:0/17:0)*",1033222,1265311,1677102,1584581,3781561,2438528,3124080,4959251,28234762,53731712,8191580,24978668,12031506,39156088,14177749,3272882,1108633,2525022,2140942,1577090,1220969,1474105,1096988,1861081,2316744,1406884,1396796,1854778,1283662,1460170
"sphingomyelin (d18:1/14:0, d16:1/16:0)*",4933742,5670826,5356303,5930667,5749845,4340640,6336586,7308968,16204541,33468708,9751963,16752110,11134873,33829880,13484548,5416382,4983681,5015036,5835807,5582425.5,4033422,3543021,3705191,3819173,4176514,3243012,3471801.75,4169695,3275976.25,3587703
"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",3041016,3304978,3309938,3247718,3968652,3240064,3157186,3291803,2110929,1806243.875,4392777,3533774.25,5008235,2126662,3822381,1297345,1157781,1621350,1733362,1057866,1356903,3827551.75,3621173,3761469.75,5200797,3780900,3245618,4399756,2854419,3419453.75
"sphingomyelin (d18:1/18:1, d18:2/18:0)",592120,509900.0313,783292,479834,833308,,719337,1110847,1468128,2319458,758949,2376115,1449039,2470561,1474997,,,,,275273,227456,762195,921651,661277,1626873,973895.9375,1261895,1307834,667652,1028110
"sphingomyelin (d18:1/19:0, d19:1/18:0)*",2019522,2264464,3088529,2217838,3375463,1875009,2940350,4050615,11823556,18837780,3841858,10090592,5233464,15601186,7614857,2306807,1242667,2298074,2007405.125,1755883,1334032,2721327,3446004,2696892,3903080.25,3659197,3141289,3972151,3332323,3866435
"sphingomyelin (d18:1/20:0, d16:1/22:0)*",19136788,21848744,24861284,18171484,22029374,19884836,22672048,26038382,55721368,69569464,27278618,44512344,36279572,63322780,40415496,21137894,17054196,24005622,23150684,18635780,15389182,21160608,24803560,19949760,29076952,33375554,25198602,31458142,27208544,25488134
"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",7575690.5,8654794,9362699,7816288,9345593,6751032,9847929,10547509,10707428,12856537,6201503,7712377,7317069,10617786,9024131,7385626,7111085,7592650.5,7647690,7284511,5706225,8115999,9866133,8042020,10201126,11239588,9946562,10685366,12721145,10633695
"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",24822752,27979208,27850848,25227168,25157760,11179742,25863218,15977464,33133248,34416400,22196574,26016474,27236728,32068812,30333140,26221020,22648684,25841600,26056688,26556900,23957572,25599196,30442140,23455660,28884514,33782472,26754680,30948102,35022912,31629838
"sphingomyelin (d18:1/24:1, d18:2/24:0)*",293100480,311710112,371540160,285608384,388697280,321246592,430004864,444881664,544055296,715380800,322499680,450926400,410466240,581470336,427039392,386050976,343074112,393353120,398173344,420190368,371998944,324902272,339000288,312917344,341687808,311296416,318652448,359264800,325770016,400591136
"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",125002,379679,,,606150,399814,550677,535514,849724.9375,1345529,405164,733246,384374,1057870,903801,391925,454480,255133.0156,500981.9688,432131,259714.9844,293358,365416,259797.0156,559418,201624,512956,392886,276478,432675.0313
"sphingomyelin (d18:2/14:0, d18:1/14:1)*",424838,414716,348442,523668.9688,462767,399892,349490,540107,963073,1772408,327141,908322,528817,1712552.125,669549,308977,,292553,,261012,201273,,192242.9844,181966,221630,275969,217266.0156,190283.0156,266050,
"sphingomyelin (d18:2/16:0, d18:1/16:1)*",5901183,5868809,6474624,6180347,5801361,4840529,5560096,7466685,20730472,27662098,11029898,19357312,14496224,24514418,14640690,6663040,4659774,5712483,5849028,5775751,5402634,6148255,6297151,5536098,7017275,6324642,6390834,6850666,6038264,6826127
"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",24886104,28735626,32992178,24643734,30774226,24665242,32220034,34294228,24847056,29654024,15621133,17052676,18473392,23198512,21215844,23132608,23158052,23897250,23714996,25658996,22108374,30092558,33080424,27673142,31315634,29336734,29718988,34298656,30613272,36990840
sphingomyelin (d18:2/23:1)*,2402240,2799433.25,3289388,2231090,2637099,2334014,2559000,3234245,2954073,3741895,1960614,2434677,2220476,3069505,2627583,2457601,2254759,2390427,2614976,2767208,2377530,1862385,3125190,2253452,3108489,2448351,2520536,2882553,2633094,3008725
"sphingomyelin (d18:2/24:1, d18:1/24:2)*",59533132,68183184,72694712,55490028,57577984,58033940,63158864,69077912,119638008,149397856,75867576,112783440,98831280,135451840,107930440,75105632,60910320,78243640,74490384,80581344,70777760,60007208,66764996,56880752,61438084,61800544,55440848,63103068,59999828,76355184
sphingosine,9834208,9545414,13507960,13352269,12762593,27072880,12245860,24153042,62407036,86704048,26283312,60578276,38175776,210278560,33666684,21577694,25706432,15785305,11817690,16025792,19874596,13648276,19763300,25772176,20328528,18630012,16121726,19092340,18450040,22483968
sphingosine 1-phosphate,61888,59196,50699,53264,62761,67737,56171,54244,34633,,55557.9961,32563.002,56587.0039,,40256,,,42481,50304,45346,48179,41915,66675,42263,78307,62563.0039,70707,69422,80960,35845
stachydrine,430149248,414438272,367462880,521415616,406520224,510147552,421808608,383765024,131849512,142911632,183266864,139690016,127618656,36868704,126326256,376972416,559304576,425904704,372275648,423951360,493068992,91346112,110880064,81395560,83741600,97366248,86213944,91008040,77299512,92616424
stearate (18:0),2633854976,2000656896,2788844544,3037097984,1341432576,1906072192,1184776192,2344473856,3831154688,3118024448,1942679552,2764999936,3003421440,2795158272,1860785536,2295308544,1952775680,2788272640,2763820800,3215355136,2787000576,2547059456,2700481792,3576849408,3363930880,3604823808,2703716864,3385440256,4118628352,4272679680
stearidonate (18:4n3),3425842,3775803,4899554,4616216,3493216,4956533,3171148,7227619,6250045.5,14137916,1595402,3175481,2364912,21258296,2006299,2758411,2487392,5591031,3969008,5307662,3632850.75,5580544,7448813,10429965,8303245.5,12374596,5453420.5,8172942,14021546,13656825
stearoyl sphingomyelin (d18:1/18:0),2719376,2804528,3948838,3330889,3051583,2025437,3380928.25,4256887,13717641,16286775,6592352,15543371,8354316.5,22702044,11106836,2255545,788887,1643838,2004836.875,1443562,889242.0625,3118360,3230594,2843328,5112949,3784918.75,3189595,4071588.75,2369286,2372135
stearoylcarnitine (C18),22715128,24659488,24876236,14651485,45593344,37213720,51198064,41198096,98973912,168657568,64409912,126689656,67404232,296885312,95930312,35332228,28690368,20004140,20065544,18107350,23234928,62527352,54919040,37084072,59763696,33395900,93638816,45122204,36667848,33437780
suberate (C8-DC),267036,137778,150521,168255,170462,156751,167606,216097,231603,522846.0313,193314,193978,138284,2093958,199654,189130,178011,161629,218925.0156,169735,239724,231268,266724,250405,219764.9844,260585,211176,214780,202071,243863.0156
suberoylcarnitine (C8-DC),3194114,2735922,4638168,2864468,2156280,4376538,3012954,3803295,22511696,109147384,6927964.5,17386700,7388231.5,219251456,7283919,3819886,3362574,2765422,2913791,3850279,2656618,7262571,5741523,5719673,11213741,5044931,6840364,8669132,8068402,9418390
suberylglycine,171540,153897,441126,277679,239348.9844,229108,415812,792984,1649165.125,3927802.75,428821,1154490,529316,16962762,855988,126352.9922,,58682,,154132,,620496,556064,592057,673751,608297,1047857,678246,922968.0625,711860
succinate,23783692,25384998,22639518,20283668,16483021,17677148,18320802,17923712,53354100,57329716,30705572,60611484,41817744,71013600,36302800,75758184,24513530,52349124,29779880,66563492,24728140,20011686,23321976,28908960,20824072,25362568,20767486,22485832,21284122,24358548
succinoyltaurine,4812119,4063100.25,6834274,3364053.75,3929631.75,3920351,3811385,5029073,6043891,12975448,3881150,5573594,5571941,20938726,5279017,7425208,5991110,6537897,6606658.5,11128486,7286126,5910999,10338284,5923956,6393250.5,8418605,7291812,7307416.5,12338583,7242998
succinylcarnitine (C4-DC),720434,611601,740297,681763.9375,583508,846666,791902,,1890181,1542486,597643,1264287,651526,1296730,785045,2210657,1441227,1550465,1241567,1575945,980162.0625,854850,1293225,1096831,1252024,1221659,896780,1139240,815982,1851957
sucrose,129173.9922,5067769,37272,194986,78091,72632,51180,83691,128182,56306,113585,107560,71686,,80119,238226,116192,84877,244802,206339,103221,113254,105010,180082,87327,255772.0156,386364,227896.0156,213148,121210
sulfate*,75947064,76246784,82723048,83861232,76364016,94251808,79331920,73684936,60951108,90329168,73872552,71766744,72955536,143303648,74283992,115079728,118772216,101760304,105473552,132054168,85968328,63888564,69691752,90887552,73887008,69801216,59280148,76128256,54647200,68013304
tartronate (hydroxymalonate),577807,771430,823676,810371,747810,444082.9688,717837,607436,456530,435966,595053,697468,456423,394740,936428,652490,557759,626055,638951.9375,599227,440022,889945,631461,508734,682676.0625,729692,1237362,1076258,1024032,621600
taurine,696703040,781505152,857672064,597766976,1118195456,1134210560,1236832128,1238876800,838357952,1025920256,1068457856,1197095552,1139659264,935505600,924209280,901104000,968814912,993148224,983564224,1166078464,1023565440,1009400576,1047131648,939261376,1102330368,1096222976,1121521920,1167452928,1099216128,1168919168
tauro-beta-muricholate,571517888,608226048,495962176,498948800,354665856,,813967104,734623872,399975104,,469313888,938159744,,490578432,293118528,397022592,600652736,,549399296,507513888,370394112,,348502816,,959760576,,583290752,,549010944,
taurochenodeoxycholate,6313383424,6662972416,7187826688,5284931584,7804522496,9290631168,8798556160,9975445504,10243162112,8639818752,9462724608,7798148096,10041073664,8621080576,8781822976,9800342528,9487068160,11939890176,10111845376,8986249216,12611659776,8829540352,9817266176,7920560128,9427539968,8591932416,8697894912,10097281024,8274793984,10434062336
taurocholate,61216882688,1197843456,,59569070080,,78863785984,75081564160,,83024912384,71345512448,,83458957312,74299056128,73318588416,74498875392,60983508992,63463284736,57241608192,55009767424,61891702784,59048349696,57566040064,57952104448,69391024128,60803497984,60116828160,,62074494976,57843236864,
taurocyamine,7064767.5,6265108.5,6837653,7627666.5,6473146,6117278,6972376,8889968,7059071,6162058,6125359,7121117,6224252,7103372.5,8298524,5988503,5396243,6029726,5362817,6329118,6055849,5025012,5752949,5604406,6087915,5155937,5681924,5996915,5099662,5348361
taurodeoxycholate,12304113664,12226562048,12278915072,13041871872,10860589056,8457945088,9953755136,9082492928,,1260612480,1647718784,415183648,640892992,2312694016,3296440576,3610797824,3622503936,3342871552,3793349632,4090046976,5578508800,,,,,,,,,
taurohyocholate*,540243392,,464853152,557655936,500193952,493253248,521122624,527564672,352296768,338716896,626297280,588700288,343392096,395885120,513310624,1349826432,1422433664,969339136,622779904,1339425280,680709248,514186880,470041440,537594688,466653536,392763744,453153600,613270592,199612512,653557632
taurohyodeoxycholic acid,3150828288,2699065600,3116512256,3572159744,3738044672,3634754560,4020368384,4298011648,1256939392,1510181888,3564293376,3495042560,1099906944,1361915648,1741621888,5014482944,5468464640,2778003456,1198845824,3758207232,1965060352,1333221760,1283309568,928302528,1073404032,1049998784,1203779200,1037499584,1321052032,1002621120
taurolithocholate,179741824,163614592,190132800,183109392,203243952,205955024,224003328,196427760,14468938,20854362,22571100,14185413,13862627,25474324,31820132,113195920,132639240,106355136,93030360,112536464,180650208,23902096,23631078,24167824,24810472,20528468,21510536,23821700,19554588,23516992
taurolithocholate 3-sulfate,7519136,5784161,9114253,30570536,11780238,7842202,12740012,14610459,2156201,2523110,,3277403,,970140,3127395,21436932,10537063,24584592,16155442,10155797,14577038,581982,,2805811,3849616,,,,,
tauroursodeoxycholate,7465393152,7822792192,6845620736,7405127168,7386672128,6976047616,7137473024,7489939456,7433700352,7088323072,7031083520,6756201472,7412162560,6521070080,7917515776,6868018688,6400889856,8588834304,8936718336,8922638336,9349947392,8504105472,8469672448,9009024000,8447010304,7511927808,8425421312,8796395520,7905031680,9360402432
tetradecadienoate (14:2)*,,283226,832047,1643546,445581,928924,,806780.0625,2424233,5033037,678866,1495393.125,895476,7424037,746720.9375,1201933,909833.0625,1444940,1702689,2898228,1278376,1660928,1419674,2807143,2129138,2111318,1008234,1862329,3649899,2973616.25
thioproline,8769057,7039486,8859155,10501407,9609729,11048492,9001680,10083787,8491695,6448376,5992478.5,9209408,6868901,9701598,9921144,11725322,14037609,18182998,10721822,12155425,12597282,8481440,13966797,8460067,10162882,11312145,9704847,9571829,9370554,8218202
threonate,138165216,128757304,102606784,112639408,133476360,111240440,93021736,103849048,98328440,112538200,110548688,87252800,78189264,132455032,87619832,109215136,86085728,118697312,107871456,117735776,111264928,86646232,93583096,76713752,101878280,127241328,119610600,92376808,123250816,82941968
threonine,655458816,620517760,649604288,784287552,576870720,625378496,577109568,712051456,1322338048,1420478464,792042176,1148304000,1040324160,1352401280,860369600,901209664,796137984,1025311616,920334784,1175663104,932587200,781286336,957878976,1062794304,926087296,1093084544,724412480,959856448,1309261440,1190022400
threonylphenylalanine,3247947,4731019,3593931.75,724367,5711934.5,530006,6342385,1366712,227271.9844,1444508,3702394,1338057,1132970,1337082,2995887.75,4282065,4129514,2617693,1167338,568696,1029339,2273937,2448599,115596,930980,98420,3589171.25,573570,155562,110405
thymidine,4297910,3394768,3149978,4842585,3520071,3548998,3358516,3337255,278404,95694,513711,58296,772483,88328,538207,5651929,4793029,6331980,4131156,5737689,5458989,6519954,6964909,5725999,6862603,6680182,6198935,7019750,7277282,6917473
thymidine sulfate (1),3282165,2490494,2294981,4137434,2920585,2165846,3059207,2801704,1379867,1577331,1313329,1587474,1309496,1468659,1544426,1567461,1070005,1279016,2061368.125,1257423,1561037,3096658,3891339,3570313,2786322,1778670,1956594,2536720,1438630,2873893
thymidine sulfate (2),650330,601955,546251,919136,657490,660366,760735,792152,656604,831709,421513.0313,621145,493667,763426.9375,535914,695202,528874,591111,658080,591998,712506.0625,803169,903490.0625,698405,751751,618019,616409,750258.9375,532291,821404
thymine,71606,88238,70681,113310,82240,84235,104130,98258,952950.0625,733185,627339,1123621,506649,804389,902814,105434,89513,82494,56903,105903,81215,139849,123573,113481.0078,127403,,119609,88438,118151.0078,117517
tigloylglycine,422978,299944,985768,681941,318987,256662,371167.0313,376705,1253997,4608090,611720,1208520.875,835392,8823006,1016194,618649,475232,536846,593472,921438,412874,541768,597710,788727,641590,502087,608456,628775,567509,562226
trans-2-hexenoylglycine,82529,,239992.9844,135273,79890,,117087,172716.0156,660991,977252,182392.9844,458096,358377,1611575,291682,155808,110519,92211,101944,213767,122521,284311,309819,451726,328071,331474,367284,323471,346072,292442
hydroxyproline,34704792,35928140,33677704,32995028,43297896,41110744,39650312,34502304,38474832,38005992,30201070,35522300,29049818,41322072,29077238,42635764,39089512,38991568,38228536,39761212,47161840,71534720,84845224,69169368,73935048,80298272,71613864,69185192,71733848,73537800
trans-urocanate,20856782,23131480,31002996,16510298,16833380,16277487,18167904,11609462,34868472,20939896,21054808,35121548,23976116,24797206,23053312,17072372,17652104,18221708,18308672,20585638,14262400,20274954,26091626,30008412,28796792,33203348,23027076,37662688,31145422,51778320
tricosanoyl sphingomyelin (d18:1/23:0)*,58382328,62594368,73748360,65205792,69990120,58459768,76219080,85407520,107334904,146023168,57886184,77108088,71886992,107876040,85189216,68070072,62947300,66809460,66717100,66769924,49902516,62491196,63928056,58393944,73929864,66216116,64856784,74942312,62690308,75602288
